chunk_index,target_chunk_size,chunk_size,entropy,byte_mean,byte_std,byte_min,byte_max,num_runs,run_mean,run_std,run_max,prop_zero,prop_ff,prop_ascii,prop_control,prop_newline,prop_space,prop_json_brace,prop_json_punct,prop_base64_charset,prop_hex_charset,prop_printable_non_ascii,lz4_size,lz4_time_ms,lz4_ratio,snappy_size,snappy_time_ms,snappy_ratio,zstd_size,zstd_time_ms,zstd_ratio
141,16777216,16777216,5.522563768907997,96.90630626678467,40.564724063298584,9,240,15726837,1.066788954447738,0.4170190085543566,612,0.0,0.0,0.8937203288078308,0.019540488719940186,0.019080758094787598,0.10803139209747314,0.06661641597747803,0.023087620735168457,0.6607144474983215,0.20754295587539673,0.086739182472229,1662144,12.32148,0.09907150268554688,3212353,18.090519,0.1914711594581604,546089,17.213235,0.03254944086074829
142,16777216,16777216,5.821227971007786,100.07401049137115,45.2185420587823,9,240,15364842,1.0919224551739615,0.6364012219046474,1761,0.0,0.0,0.8376664519309998,0.027913272380828857,0.027913153171539307,0.08864820003509521,0.09782761335372925,0.028671205043792725,0.5841765999794006,0.19134360551834106,0.1344202756881714,1309652,16.202489,0.07806134223937988,2538293,25.814127,0.1512940526008606,514391,24.308783,0.03066009283065796
143,16777216,16777216,5.742107845015427,100.67621666193008,44.27592419706371,9,240,15572310,1.0773749045581549,0.39847861922683914,70,0.0,0.0,0.8455427885055542,0.025210976600646973,0.024227619171142578,0.09038501977920532,0.0854073166847229,0.02648627758026123,0.6077398657798767,0.19176596403121948,0.12924623489379883,1597892,11.634591,0.09524178504943848,2905842,16.143899,0.17320168018341064,488492,15.562198,0.029116392135620117
144,16777216,16777216,5.784061843743891,99.90527993440628,44.41703530319614,9,240,15336404,1.0939471860548275,0.4841957829551327,378,0.0,0.0,0.8446480631828308,0.029005348682403564,0.02898305654525757,0.08507484197616577,0.10185790061950684,0.02948659658432007,0.588318407535553,0.18008887767791748,0.12634658813476562,1779040,15.23798,0.10603904724121094,3096426,19.968923,0.1845613718032837,506954,16.062587,0.03021681308746338
145,16777216,16777216,5.440618775816895,93.58791774511337,37.378710935286286,10,240,15751044,1.0651494592993327,0.37108007863259335,36,0.0,0.0,0.9309082627296448,0.014440953731536865,0.014440953731536865,0.117634117603302,0.05923616886138916,0.016351819038391113,0.6915847659111023,0.2273242473602295,0.05465078353881836,2082523,13.829629,0.12412804365158081,4299570,24.145296,0.25627434253692627,383106,12.135731,0.0228348970413208
146,16777216,16777216,5.463248510888821,92.48003703355789,37.185656534390496,10,239,15593085,1.0759394949748557,0.423174283970215,49,0.0,0.0,0.9300697445869446,0.0181882381439209,0.0181882381439209,0.1123509407043457,0.065723717212677,0.02492070198059082,0.6776309609413147,0.2275654673576355,0.05174201726913452,2797914,18.491933,0.16676867008209229,5331457,32.579495,0.3177796006202698,553434,16.367138,0.032987236976623535
147,16777216,16777216,5.925868648247439,97.3774521946907,46.70856670849268,9,240,15082519,1.1123616684984783,0.5384949039548245,41,0.0,0.0,0.8359074592590332,0.031008541584014893,0.031006813049316406,0.09904998540878296,0.08925473690032959,0.026418209075927734,0.5654528141021729,0.18035584688186646,0.1330839991569519,1496797,15.362373,0.08921605348587036,2290583,16.220012,0.13652938604354858,873069,30.300491,0.05203896760940552
148,16777216,16777216,5.904634225641409,99.24287056922913,46.2859254194195,9,240,15179645,1.1052442926036807,0.6422430737896557,61,0.0,0.0,0.8335822820663452,0.03153359889984131,0.03138190507888794,0.09638166427612305,0.08283722400665283,0.027292966842651367,0.5757323503494263,0.1796034574508667,0.13488411903381348,1372530,10.645606,0.0818091630935669,2332992,13.324631,0.13905715942382812,725369,19.814734,0.04323536157608032
149,16777216,16777216,6.081155496476211,107.47178834676743,50.57196224571644,9,240,15200164,1.1037523016199036,0.5401756154720827,33,0.0,0.0,0.7552781105041504,0.03053385019302368,0.030522584915161133,0.06972450017929077,0.09869760274887085,0.03580218553543091,0.5126650929450989,0.16266649961471558,0.21418803930282593,1219516,10.245616,0.07268881797790527,2141749,11.7509,0.1276581883430481,668725,18.615605,0.039859116077423096
150,16777216,16777216,5.93359960996249,98.78529542684555,46.32343960847191,10,240,15039167,1.1155681694338524,0.5582418883622553,12,0.0,0.0,0.8302205204963684,0.03217756748199463,0.03217756748199463,0.08201688528060913,0.08951210975646973,0.03340601921081543,0.5724947452545166,0.19467848539352417,0.13760191202163696,1531693,11.650161,0.09129601716995239,2277191,12.499053,0.13573116064071655,917686,23.159317,0.05469834804534912
151,16777216,16777216,5.982964985209809,101.49227702617645,47.01987968309463,10,240,15192505,1.1043087364460304,0.5045078037506541,112,0.0,0.0,0.8135565519332886,0.03071880340576172,0.03071880340576172,0.07444989681243896,0.09557777643203735,0.03559345006942749,0.5610647797584534,0.18870484828948975,0.1557246446609497,1351767,10.746286,0.08057159185409546,2200088,12.282887,0.1311354637145996,769765,20.638789,0.045881569385528564
152,16777216,16777216,5.708376537340731,90.74868351221085,39.6371504937078,9,239,15082887,1.1123345285289215,0.5787109794122713,41,0.0,0.0,0.911037802696228,0.028993725776672363,0.028955042362213135,0.09966874122619629,0.06706023216247559,0.0249021053314209,0.6413516998291016,0.21426868438720703,0.05996847152709961,1725464,15.162268,0.10284566879272461,2432079,16.065922,0.14496320486068726,1009500,26.562139,0.060170888900756836
153,16777216,16777216,5.869090823351878,98.25258260965347,44.91140243202032,9,240,15309861,1.0958437832975754,0.488476705015407,23,0.0,0.0,0.8441365361213684,0.030291438102722168,0.030291318893432617,0.08015459775924683,0.08348506689071655,0.03647381067276001,0.590814471244812,0.1985034942626953,0.12557202577590942,1327139,10.32753,0.07910364866256714,2199388,12.248703,0.13109374046325684,717900,19.813371,0.04279017448425293
154,16777216,16777216,5.817325243691186,99.19267147779465,45.07043048246723,9,240,15318915,1.095196102334924,0.470690344260023,61,0.0,0.0,0.8345320224761963,0.03068143129348755,0.030680954456329346,0.06815648078918457,0.09347796440124512,0.04930931329727173,0.5738300085067749,0.19432538747787476,0.13478654623031616,1159439,9.413706,0.06910794973373413,1995567,10.692485,0.11894506216049194,624823,17.97335,0.037242352962493896
155,16777216,16777216,5.961147911230646,97.43217724561691,46.004206751055854,10,239,15123611,1.1093392973410914,0.5549372529720187,54,0.0,0.0,0.8408480286598206,0.030911147594451904,0.030911147594451904,0.0926322340965271,0.08212780952453613,0.02743464708328247,0.5800333023071289,0.19628310203552246,0.12824082374572754,1464351,11.095099,0.08728212118148804,2229129,12.343832,0.13286644220352173,852419,22.472719,0.0508081316947937
156,16777216,16777216,5.452079998658806,94.26623177528381,38.83727886091844,9,239,15690229,1.0692779563637982,0.42952762180965426,168,0.0,0.0,0.9165881872177124,0.017931640148162842,0.01792919635772705,0.11733996868133545,0.05666780471801758,0.02064812183380127,0.6792343854904175,0.2133488655090332,0.06548017263412476,2635029,17.843767,0.15705996751785278,5324083,32.178734,0.31734007596969604,535922,20.531829,0.031943440437316895
157,16777216,16777216,5.858362648301729,95.38456529378891,43.86361869529275,9,239,15100809,1.111014383401578,0.5736096653760344,19,0.0,0.0,0.8640664219856262,0.030010581016540527,0.030003905296325684,0.09184014797210693,0.07265222072601318,0.02949601411819458,0.6075522899627686,0.2060132622718811,0.10592299699783325,1673088,12.736559,0.09972381591796875,2360489,15.533254,0.14069610834121704,1027912,26.131902,0.06126832962036133
158,16777216,16777216,5.579327814990772,87.74358308315277,37.41202069316091,9,240,15228539,1.1016957043613966,1.031223538957841,362,0.0,0.0,0.9343138337135315,0.028885364532470703,0.028850317001342773,0.1189376711845398,0.05969417095184326,0.024479925632476807,0.6643388271331787,0.22537094354629517,0.0368008017539978,1673338,12.336779,0.0997387170791626,2893603,16.713548,0.17247217893600464,717534,19.722671,0.04276835918426514
159,16777216,16777216,5.141493443700767,89.09357064962387,31.334254422407067,10,240,16134229,1.0398523536513582,0.21554670668103101,8,0.0,0.0,0.9876420497894287,0.007254660129547119,0.007254660129547119,0.1362595558166504,0.029329538345336914,0.022706210613250732,0.7529721856117249,0.23921918869018555,0.00510329008102417,7505373,42.619676,0.44735509157180786,8366769,61.626916,0.49869829416275024,81327,6.198465,0.004847466945648193
160,16777216,16777216,5.151398227588412,89.20683354139328,31.416341410966346,10,240,16153451,1.0386149684052033,0.20878565304848437,8,0.0,0.0,0.9869798421859741,0.007240891456604004,0.007240891456604004,0.13492190837860107,0.028506934642791748,0.021918535232543945,0.7554807066917419,0.24038678407669067,0.005779266357421875,8516718,47.685417,0.5076359510421753,8562226,54.871535,0.5103484392166138,118729,6.521732,0.0070767998695373535
161,16777216,16777216,5.293360750924423,88.41671222448349,32.64725958325531,9,240,15883640,1.0562576336406517,0.3916857168541359,33,0.0,0.0,0.9774537682533264,0.01233762502670288,0.01228255033493042,0.13254386186599731,0.0352708101272583,0.02166581153869629,0.7343727350234985,0.23765259981155396,0.010208606719970703,7162589,41.035665,0.42692357301712036,7322377,46.251589,0.4364476799964905,336595,12.596165,0.020062625408172607
162,16777216,16777216,5.6942181725244225,86.17151117324829,41.91576938387235,9,239,15151438,1.1073018943812463,0.5990504532221164,33,0.0,0.0,0.8877114057540894,0.05329388380050659,0.05324912071228027,0.09824943542480469,0.07603335380554199,0.01978921890258789,0.5940874814987183,0.25484251976013184,0.05899471044540405,1511959,11.632347,0.09011977910995483,2530798,14.317834,0.15084731578826904,668413,18.712838,0.039840519428253174
163,16777216,16777216,5.400565531711913,78.84628891944885,38.610203138651706,10,239,15381942,1.090708572428631,0.3890175344718893,80,0.0,0.0,0.9049599170684814,0.07379770278930664,0.07379770278930664,0.08772790431976318,0.0818282961845398,0.00749659538269043,0.5859925150871277,0.2896445393562317,0.021242380142211914,1738397,12.749122,0.10361653566360474,3500268,20.206238,0.208632230758667,377168,12.283047,0.02248096466064453
164,16777216,16777216,5.589980480596757,86.4806416630745,37.97451096200066,9,240,15031273,1.1161540343256355,0.5866353980000105,33,0.0,0.0,0.9236617088317871,0.04052990674972534,0.04047602415084839,0.10443264245986938,0.06673681735992432,0.018497109413146973,0.649881899356842,0.238125741481781,0.03580838441848755,1715398,12.695051,0.10224568843841553,2523156,14.371745,0.1503918170928955,913853,23.580768,0.05446988344192505
165,16777216,16777216,5.511071572803663,88.02313649654388,37.25383947919787,10,239,14949594,1.1222522832392638,0.6075862060070408,8,0.0,0.0,0.9287585020065308,0.03562486171722412,0.03562486171722412,0.10091376304626465,0.06684982776641846,0.019853293895721436,0.670054018497467,0.2371230125427246,0.03561663627624512,1602848,12.447607,0.09553718566894531,2226166,12.478765,0.13268983364105225,955155,25.006752,0.05693167448043823
166,16777216,16777216,5.508040228246047,87.85353899002075,36.66853868714645,10,239,15015233,1.117346364188954,0.5978157283963547,20,0.0,0.0,0.9326508641242981,0.03475731611251831,0.03475731611251831,0.09770470857620239,0.06461089849472046,0.018950998783111572,0.6755997538566589,0.23724067211151123,0.032591819763183594,1561589,11.475082,0.09307795763015747,2188239,11.932259,0.130429208278656,928846,23.117619,0.05536353588104248
167,16777216,16777216,5.532202167882388,87.87242704629898,37.09069897169812,10,239,14957436,1.1216639001497315,0.6069937291546521,24,0.0,0.0,0.9302994608879089,0.03499072790145874,0.03499072790145874,0.10130435228347778,0.06624698638916016,0.01994222402572632,0.6697945594787598,0.23501616716384888,0.034709811210632324,1610636,12.017319,0.09600138664245605,2228952,12.117657,0.13285589218139648,965329,23.702436,0.05753809213638306
168,16777216,16777216,5.790117726463928,92.12306195497513,40.53916179830607,9,240,15203054,1.1035424856084837,0.6536557361339168,239,0.0,0.0,0.9041785597801208,0.027137279510498047,0.02712714672088623,0.10063064098358154,0.0657573938369751,0.020183145999908447,0.639643132686615,0.20790714025497437,0.0686841607093811,1645281,12.174354,0.09806638956069946,2736204,15.327909,0.16309046745300293,727284,19.101527,0.043349504470825195
169,16777216,16777216,5.707640176525102,90.9616476893425,39.79615084466513,10,239,15028591,1.1163532230000803,0.5913575604995377,103,0.0,0.0,0.9084362983703613,0.03210359811782837,0.03210359811782837,0.09501063823699951,0.07492709159851074,0.02085655927658081,0.6413453221321106,0.22266829013824463,0.0594601035118103,1616662,11.936508,0.09636056423187256,2354127,13.01994,0.140316903591156,935970,23.190205,0.05578815937042236
170,16777216,16777216,5.625268151596957,89.42941802740097,38.53614310321395,10,240,14979000,1.1200491354563056,0.6021804142987791,33,0.0,0.0,0.9161983728408813,0.03527778387069702,0.03527778387069702,0.09720271825790405,0.07150280475616455,0.02320641279220581,0.6565513014793396,0.22471505403518677,0.04852384328842163,1601884,13.186402,0.09547972679138184,2252376,14.432379,0.13425207138061523,961666,23.898162,0.0573197603225708
171,16777216,16777216,6.011386412858876,100.49947369098663,47.75107597137925,9,240,15044469,1.1151750188059146,0.6676924921388724,33,0.0,0.0,0.8144749402999878,0.03052377700805664,0.030476927757263184,0.0877416729927063,0.08464592695236206,0.031692445278167725,0.5559496879577637,0.18422943353652954,0.15500128269195557,1540212,11.432663,0.09180378913879395,2319266,12.667308,0.1382390260696411,906169,23.020867,0.05401188135147095
172,16777216,16777216,5.993012191814846,100.94883263111115,46.732564973678876,9,240,15152089,1.10725431984989,0.5552976161833809,82,0.0,0.0,0.8222382068634033,0.028048396110534668,0.02803504467010498,0.08234435319900513,0.08331674337387085,0.03365743160247803,0.5747894048690796,0.18906861543655396,0.149713397026062,1494122,11.850086,0.08905661106109619,2380561,15.56903,0.14189249277114868,855264,22.417596,0.05097770690917969
173,16777216,16777216,5.849664716514255,98.70367348194122,43.24543386977855,9,240,15442112,1.0864586398544447,0.45232750181370013,24,0.0,0.0,0.859932541847229,0.02667403221130371,0.026601433753967285,0.08333933353424072,0.08264654874801636,0.03295165300369263,0.6145329475402832,0.19546180963516235,0.11339342594146729,1335626,10.292865,0.07960951328277588,2215076,11.634331,0.13202881813049316,698527,18.504275,0.04163545370101929
174,16777216,16777216,5.931757058343939,97.47258746623993,45.436128256040156,9,240,15082394,1.1123708875394716,0.5661177118633446,33,0.0,0.0,0.8440877199172974,0.030970454216003418,0.03096914291381836,0.08673489093780518,0.0870712399482727,0.031037509441375732,0.5850391983985901,0.19690722227096558,0.12494182586669922,1555145,13.975041,0.09269386529922485,2372484,15.20054,0.14141106605529785,943226,23.541574,0.0562206506729126
175,16777216,16777216,5.60363446282763,89.02572357654572,38.47691979836709,9,240,14960160,1.1214596635330103,0.6071721515578679,18,0.0,0.0,0.9182575345039368,0.03473031520843506,0.03471529483795166,0.10147404670715332,0.06836074590682983,0.02265411615371704,0.6574900150299072,0.22603744268417358,0.047012150287628174,1658343,14.202457,0.09884494543075562,2299959,15.329862,0.13708823919296265,1007918,24.87218,0.06007659435272217
176,16777216,16777216,5.500513463726603,87.18613648414612,36.48644070116711,10,239,15007105,1.1179515302918184,0.6034953747546317,8,0.0,0.0,0.934542715549469,0.03503459692001343,0.03503459692001343,0.10165315866470337,0.06326884031295776,0.01862090826034546,0.6741744875907898,0.23543357849121094,0.030422687530517578,1590702,11.913094,0.09481322765350342,2210436,13.902515,0.13175225257873535,965563,23.474227,0.0575520396232605
177,16777216,16777216,5.5553915482611345,88.65680205821991,35.90488260483854,9,239,14905963,1.1255372095046794,0.5701069612752819,8,0.0,0.0,0.9348961114883423,0.033542513847351074,0.03352999687194824,0.0852288007736206,0.08084893226623535,0.01890552043914795,0.6597133874893188,0.2394315004348755,0.03156137466430664,1670438,13.294185,0.09956586360931396,2547117,16.243856,0.15182000398635864,799103,20.671,0.047630250453948975
178,16777216,16777216,5.918985673853308,97.68867117166519,44.6264805966644,9,240,15110862,1.1102752443904258,0.5402348208509405,53,0.0,0.0,0.8488812446594238,0.03093254566192627,0.03088963031768799,0.08314692974090576,0.09864944219589233,0.0325314998626709,0.5781130194664001,0.19758069515228271,0.1201862096786499,1516848,11.380385,0.09041118621826172,2398064,13.863371,0.14293575286865234,832921,21.823081,0.049645960330963135
179,16777216,16777216,5.833010006517284,93.07277482748032,39.56050762084549,9,240,15184467,1.104893309722363,0.5658386614257839,175,0.0,0.0,0.91074538230896,0.024945616722106934,0.024856269359588623,0.09021633863449097,0.08659058809280396,0.024420201778411865,0.6325029134750366,0.2088424563407898,0.0643090009689331,1948645,13.486676,0.11614829301834106,2805582,15.941279,0.16722571849822998,758359,19.953143,0.04520171880722046
180,16777216,16777216,5.56296810874782,86.80348908901215,36.363050258070956,9,240,15494930,1.0827551979905685,0.5055435867222777,32,0.0,0.0,0.9494426250457764,0.024397850036621094,0.02439725399017334,0.11725300550460815,0.038620591163635254,0.014707028865814209,0.680731475353241,0.2282910943031311,0.02615952491760254,1682193,13.006425,0.10026651620864868,2645067,16.987461,0.15765827894210815,851786,22.653839,0.05077040195465088
181,16777216,16777216,5.371157435656028,83.70676136016846,32.743663681276175,10,237,15499871,1.0824100407029194,0.485484084991638,19,0.0,0.0,0.9786335825920105,0.02053523063659668,0.02053523063659668,0.12072944641113281,0.029278993606567383,0.014277815818786621,0.7014651894569397,0.2297402024269104,0.0008311867713928223,1312621,16.311954,0.07823830842971802,2265980,13.492105,0.13506293296813965,584550,16.531126,0.03484189510345459
182,16777216,16777216,4.961626145912208,90.40942472219467,27.114203255099653,9,240,15458808,1.085285230271312,0.3760064368746918,20,0.0,0.0,0.9812408089637756,0.0179746150970459,0.01795583963394165,0.05590623617172241,0.11704587936401367,0.04519796371459961,0.7035253047943115,0.2436695098876953,0.0007845759391784668,1014175,7.495227,0.06044954061508179,2457817,12.974424,0.14649730920791626,171495,7.531696,0.010221898555755615
183,16777216,16777216,4.700830261781174,92.16159576177597,25.093874479218982,10,195,15561411,1.078129483245446,0.2812727172307612,8,0.0,0.0,0.9836019277572632,0.016319870948791504,0.016319870948791504,0.036759793758392334,0.12805646657943726,0.05398052930831909,0.715669572353363,0.25229179859161377,7.82012939453125e-05,1644586,11.079191,0.09802496433258057,3735706,21.741217,0.2226654291152954,45899,4.609726,0.0027357935905456543
184,16777216,16777216,4.687198280690083,92.19998890161514,24.972696393456783,10,195,15578608,1.0769393517058776,0.2760867174535516,8,0.0,0.0,0.9837931990623474,0.01614910364151001,0.01614910364151001,0.03568333387374878,0.12735456228256226,0.05494505167007446,0.7172335386276245,0.2574101686477661,5.7697296142578125e-05,3894237,20.938402,0.23211461305618286,4349463,25.62965,0.25924819707870483,38952,4.212201,0.0023217201232910156
185,16777216,16777216,4.692835509809596,92.23145025968552,24.95847415787091,10,226,15587702,1.0763110559850324,0.27336107362408624,8,0.0,0.0,0.9838815331459045,0.016021370887756348,0.016021370887756348,0.03605014085769653,0.12667453289031982,0.054263174533843994,0.7185550332069397,0.2581021785736084,9.709596633911133e-05,4618075,25.6775,0.27525871992111206,4325181,26.627632,0.2578008770942688,36485,4.281049,0.002174675464630127
186,16777216,16777216,4.744075566033047,92.0353530049324,25.32413845734135,10,226,15586602,1.0763870149504042,0.27229390366709333,8,0.0,0.0,0.9832757711410522,0.016159534454345703,0.016159534454345703,0.03911644220352173,0.1276465654373169,0.04983717203140259,0.7158671617507935,0.2531878352165222,0.0005646944046020508,4593944,26.561709,0.2738204002380371,4326445,26.938375,0.2578762173652649,34382,4.1911,0.0020493268966674805
187,16777216,16777216,4.796777375122928,91.847476541996,25.69114022068227,10,226,15569125,1.0775953048100007,0.27354663946186,8,0.0,0.0,0.9820091724395752,0.016979694366455078,0.016979694366455078,0.04152393341064453,0.12829482555389404,0.045823752880096436,0.7146725654602051,0.24871844053268433,0.0010111331939697266,4551415,26.706851,0.2712854743003845,4320128,26.77072,0.25749969482421875,35363,4.434838,0.0021077990531921387
188,16777216,16777216,4.855919581148215,91.77332508563995,25.884469334644006,10,226,15591466,1.0760512193016358,0.2704989094554905,8,0.0,0.0,0.982007622718811,0.01695197820663452,0.01695197820663452,0.04413026571273804,0.12559223175048828,0.043396055698394775,0.7190353870391846,0.24550074338912964,0.0010403990745544434,4599807,28.283027,0.2741698622703552,4365001,37.639827,0.26017433404922485,37397,4.247897,0.002229034900665283
189,16777216,16777216,4.894484627764261,91.81372249126434,25.955339857356392,10,226,15624308,1.0737893799840608,0.2664563020911961,8,0.0,0.0,0.9824724197387695,0.016485631465911865,0.016485631465911865,0.04592573642730713,0.12270259857177734,0.04143667221069336,0.7245786786079407,0.24356603622436523,0.0010419487953186035,4571157,27.841839,0.2724621891975403,4350430,27.262723,0.25930583477020264,38153,4.191021,0.0022740960121154785
190,16777216,4194341,4.964255633070914,91.61748293712886,26.358148950423963,10,237,3907749,1.073339408442047,0.2764302585606539,16,0.0,0.0,0.9818665196749621,0.016656728673229,0.016656728673229,0.049130244775043325,0.118578818460397,0.03942550212297951,0.7259171345391326,0.24251938504761536,0.0014767516518089492,1111282,6.887738,0.26494793818623713,1065883,6.830852,0.25412406859623476,39216,1.653942,0.00934974051942844
0,16777216,16777216,5.387871654460281,82.39640533924103,32.97821117817907,10,197,15380023,1.0908446625860053,0.5482096740625502,15,0.0,0.0,0.9758726358413696,0.023283839225769043,0.023283839225769043,0.13337266445159912,0.03004145622253418,0.017454087734222412,0.6920586228370667,0.240411639213562,0.0008435249328613281,1536775,13.460667,0.09159892797470093,2257395,12.186447,0.13455122709274292,851952,22.9263,0.050780296325683594
1,16777216,16777216,5.381915561435518,82.64788782596588,32.9808117914704,10,227,15295392,1.09688041993301,0.5685016166066773,15,0.0,0.0,0.9757180213928223,0.023345649242401123,0.023345649242401123,0.13185960054397583,0.02968418598175049,0.016550064086914062,0.6940742135047913,0.23733842372894287,0.0009363293647766113,1694350,14.725008,0.1009911298751831,2383042,13.807266,0.14204037189483643,924339,24.903087,0.055094897747039795
2,16777216,16777216,5.376308797583121,82.73573631048203,32.90792031172807,10,232,15319366,1.0951638599143072,0.5664263620863074,18,0.0,0.0,0.9760088920593262,0.023055672645568848,0.023055672645568848,0.1322210431098938,0.02865701913833618,0.01670902967453003,0.6969118714332581,0.2390207052230835,0.0009354352951049805,1649198,17.931391,0.09829986095428467,2349835,17.453425,0.14006108045578003,890404,31.603254,0.053072214126586914
3,16777216,16777216,5.370305789351305,82.54744637012482,32.946424715182665,10,233,15280935,1.097918157494944,0.5788383523251867,15,0.0,0.0,0.9757921695709229,0.02333885431289673,0.02333885431289673,0.133592426776886,0.027739107608795166,0.016693294048309326,0.6962516903877258,0.24143898487091064,0.0008689761161804199,1712444,13.872999,0.10206961631774902,2400995,14.270726,0.143110454082489,931610,25.642234,0.05552828311920166
4,16777216,16777216,5.376382380556769,82.69188320636749,32.899344689305316,10,232,15299883,1.0965584508064539,0.5689383466419458,15,0.0,0.0,0.9758090972900391,0.023386478424072266,0.023386478424072266,0.13245725631713867,0.029251694679260254,0.016744017601013184,0.6965948343276978,0.2421244978904724,0.0008044242858886719,1708864,19.193268,0.10185623168945312,2409910,18.26123,0.14364182949066162,928898,34.09635,0.0553666353225708
5,16777216,16777216,5.373191831382605,82.55762189626694,32.96446308326128,10,237,15288404,1.097381780334952,0.5763014903747476,15,0.0,0.0,0.9755536913871765,0.023600399494171143,0.023600399494171143,0.13362765312194824,0.028494715690612793,0.016805589199066162,0.6957935094833374,0.24066871404647827,0.0008459091186523438,1700714,21.437819,0.10137045383453369,2389414,18.304602,0.14242017269134521,919338,33.114519,0.054796814918518066
6,16777216,16777216,5.376440197192763,82.47849595546722,32.99867861927561,10,232,15274897,1.098352152554613,0.5802292773886856,15,0.0,0.0,0.9753815531730652,0.023724853992462158,0.023724853992462158,0.13370943069458008,0.028563261032104492,0.016759872436523438,0.6945395469665527,0.2414599061012268,0.0008935928344726562,1726864,17.017267,0.10292911529541016,2415246,14.719347,0.1439598798751831,930050,25.686507,0.05543529987335205
7,16777216,16777216,5.373479979262666,82.54657000303268,32.98158044617801,10,231,15281759,1.0978589572051227,0.5768970371250995,15,0.0,0.0,0.9754266738891602,0.023702025413513184,0.023702025413513184,0.13313430547714233,0.028899788856506348,0.01676267385482788,0.695306658744812,0.2420412302017212,0.0008713006973266602,1703305,13.514788,0.10152488946914673,2395997,13.74522,0.1428125500679016,929688,25.26122,0.05541372299194336
8,16777216,16777216,5.378125943423096,82.47855985164642,33.00109888352814,10,226,15288842,1.0973503421645667,0.57769805182066,16,0.0,0.0,0.9752370715141296,0.02393585443496704,0.02393585443496704,0.13381868600845337,0.0283355712890625,0.01674175262451172,0.6953748464584351,0.2422592043876648,0.0008270740509033203,1766155,14.596627,0.10527104139328003,2463839,14.529131,0.14685624837875366,958646,24.889342,0.05713975429534912
9,16777216,16777216,5.401203088139735,83.18951946496964,32.63487570570938,10,239,15495790,1.082695106219173,0.507979088944912,15,0.0,0.0,0.9772717952728271,0.021544933319091797,0.021544933319091797,0.12666434049606323,0.030639231204986572,0.016767442226409912,0.7033405900001526,0.2480754852294922,0.0011832714080810547,1674130,15.089482,0.09978592395782471,2459313,14.07033,0.14658647775650024,869151,23.003525,0.05180543661117554
10,16777216,16777216,5.399327135635573,83.27230596542358,32.67468250100147,10,226,15503571,1.0821517184653782,0.5089981116710774,14,0.0,0.0,0.9772611260414124,0.021618902683258057,0.021618902683258057,0.12681859731674194,0.0303308367729187,0.016621649265289307,0.7038848996162415,0.24697107076644897,0.0011199712753295898,1624309,16.153858,0.09681636095046997,2416153,14.727222,0.14401394128799438,841143,22.756271,0.050136029720306396
11,16777216,16777216,5.398999005995569,83.11348056793213,32.768464200403656,10,239,15420406,1.0879879556997396,0.530410410466798,15,0.0,0.0,0.976218044757843,0.022542357444763184,0.022542357444763184,0.12772905826568604,0.031038761138916016,0.016574323177337646,0.7014196515083313,0.24697667360305786,0.0012395977973937988,1949052,14.947084,0.11617255210876465,2705398,15.460817,0.16125428676605225,1023619,27.224982,0.061012446880340576
12,16777216,16777216,5.393801963988792,83.07437437772751,32.76977665020098,9,233,15401203,1.0893445141915212,0.5318039356209808,14,0.0,0.0,0.9762971997261047,0.02247220277786255,0.022472143173217773,0.1280118227005005,0.030538201332092285,0.016497135162353516,0.7014012932777405,0.24587112665176392,0.0012305974960327148,1989994,15.372503,0.11861288547515869,2757475,15.951758,0.16435831785202026,1033558,27.63454,0.061604857444763184
13,16777216,16777216,5.400915483374186,83.2917093038559,32.684764554727366,10,227,15414610,1.0883970466979054,0.5233214652552943,14,0.0,0.0,0.9763849973678589,0.02242225408554077,0.02242225408554077,0.12618356943130493,0.0327913761138916,0.016608238220214844,0.7019218802452087,0.24524199962615967,0.0011927485466003418,2020473,15.869224,0.12042957544326782,2772072,16.392855,0.16522836685180664,1043029,27.988454,0.06216937303543091
14,16777216,16777216,5.399681854773999,83.25157558917999,32.68231914222356,10,226,15471565,1.0843903638707526,0.5119213909145109,14,0.0,0.0,0.9767008423805237,0.022001206874847412,0.022001206874847412,0.12658578157424927,0.03114759922027588,0.016639530658721924,0.7030526995658875,0.244897723197937,0.0012979507446289062,1910566,16.042129,0.11387860774993896,2684799,15.127072,0.16002649068832397,959395,25.990216,0.05718439817428589
15,16777216,16777216,5.401898128895185,83.41747182607651,32.66243991221008,10,229,15472239,1.0843431257751384,0.5107876344114864,15,0.0,0.0,0.9764731526374817,0.02209162712097168,0.02209162712097168,0.12557756900787354,0.03217095136642456,0.016350984573364258,0.7035068273544312,0.24665480852127075,0.0014352202415466309,1960970,15.847694,0.11688292026519775,2730129,15.836452,0.16272836923599243,1013680,26.164343,0.06042003631591797
16,16777216,16777216,5.360502760027402,82.49138486385345,33.4563835240749,10,233,14985173,1.119587741829874,0.591164968848484,29,0.0,0.0,0.96979820728302,0.029488086700439453,0.029488086700439453,0.12394535541534424,0.047587692737579346,0.012298226356506348,0.6694641709327698,0.2231484055519104,0.0007137060165405273,2337325,17.693255,0.1393154263496399,2935175,16.730389,0.17495006322860718,1356579,35.120691,0.08085840940475464
