chunk_index,target_chunk_size,chunk_size,entropy,byte_mean,byte_std,byte_min,byte_max,num_runs,run_mean,run_std,run_max,prop_zero,prop_ff,prop_ascii,prop_control,prop_newline,prop_space,prop_json_brace,prop_json_punct,prop_base64_charset,prop_hex_charset,prop_printable_non_ascii,lz4_size,lz4_time_ms,lz4_ratio,snappy_size,snappy_time_ms,snappy_ratio,zstd_size,zstd_time_ms,zstd_ratio
10,16777216,16777216,5.422751737975184,92.51946884393692,35.38250690219506,9,240,15688519,1.069394504350602,0.3691838333614375,100,0.0,0.0,0.9455591440200806,0.017043888568878174,0.01695835590362549,0.11390811204910278,0.062732994556427,0.015082061290740967,0.7054872512817383,0.22600340843200684,0.03739696741104126,3259152,30.128929,0.1942605972290039,5972944,50.279112,0.3560152053833008,328864,16.405931,0.019601821899414062
11,16777216,16777216,5.395192520893329,87.97518062591553,34.07602867841519,9,239,15476641,1.0840347075311756,0.5294534966290232,529,0.0,0.0,0.9570324420928955,0.02621912956237793,0.025973200798034668,0.11572790145874023,0.05076414346694946,0.014361262321472168,0.7028682827949524,0.230981707572937,0.016748428344726562,1847750,13.84598,0.11013448238372803,3456317,19.965307,0.2060125470161438,507188,14.570708,0.03023076057434082
12,16777216,16777216,5.591686210150297,87.6046097278595,39.21902069610156,9,237,15032208,1.11608460979252,0.7168819105088845,120,0.0,0.0,0.9172345399856567,0.034944891929626465,0.03395712375640869,0.12015247344970703,0.07531470060348511,0.023427963256835938,0.6372615694999695,0.22459489107131958,0.0478205680847168,1325965,18.834966,0.07903367280960083,2271107,17.585914,0.13536852598190308,702833,29.208602,0.04189211130142212
13,16777216,16777216,5.816668466443978,98.37386327981949,49.27061911380435,9,236,14977773,1.1201408914396018,0.45747714688038627,11,0.0,0.0,0.7973122000694275,0.040686607360839844,0.040679097175598145,0.08236372470855713,0.13448143005371094,0.036392390727996826,0.5124788284301758,0.21782177686691284,0.16200119256973267,1000876,8.791309,0.05965685844421387,1957622,9.793589,0.11668336391448975,526750,19.610171,0.03139674663543701
14,16777216,16777216,5.776779145531149,96.03875404596329,47.77817978522299,10,240,14935046,1.1233454520327557,0.4688451501237486,35,0.0,0.0,0.8176930546760559,0.04250150918960571,0.04250150918960571,0.08638626337051392,0.13858336210250854,0.0377197265625,0.518002450466156,0.19689840078353882,0.13980543613433838,1046116,9.068148,0.06235337257385254,1947624,9.715341,0.11608743667602539,562298,19.057614,0.0335155725479126
15,16777216,16777216,5.797672909355875,96.70012247562408,47.90588405707346,10,240,14758386,1.1367920584269853,0.4887825485825735,8,0.0,0.0,0.8074995279312134,0.047183334827423096,0.047183334827423096,0.07759648561477661,0.15948742628097534,0.04265415668487549,0.49529850482940674,0.1848965287208557,0.14531713724136353,1067471,10.589101,0.063626229763031,1965604,9.951676,0.11715912818908691,585408,19.350894,0.034893035888671875
16,16777216,16777216,5.75199699175057,94.38410919904709,47.140206449836995,10,236,14841325,1.1304392296509913,0.4822640550376089,8,0.0,0.0,0.8256081938743591,0.044633328914642334,0.044633328914642334,0.08968490362167358,0.14533424377441406,0.039770662784576416,0.5167615413665771,0.18490087985992432,0.12975847721099854,1046817,8.855519,0.06239515542984009,1951768,9.370415,0.11633443832397461,559214,18.90064,0.03333175182342529
17,16777216,16777216,5.83556740874894,99.08074241876602,49.17124452943371,10,236,15040440,1.1154737494381812,0.45613273906821655,8,0.0,0.0,0.7962256669998169,0.0404435396194458,0.0404435396194458,0.08130854368209839,0.13194483518600464,0.03608351945877075,0.5156849026679993,0.20431125164031982,0.1633307933807373,996503,10.781782,0.059396207332611084,1934079,9.508744,0.11528009176254272,513517,17.710137,0.030607998371124268
18,16777216,16777216,5.828386217531489,98.7101611495018,49.187248298734744,10,239,15004568,1.118140555596136,0.45883044797474953,8,0.0,0.0,0.7990273237228394,0.040370821952819824,0.040370821952819824,0.08099865913391113,0.13152331113815308,0.03598368167877197,0.5193348526954651,0.21303397417068481,0.16060185432434082,995540,12.934891,0.05933880805969238,1943837,12.494584,0.11586171388626099,519843,24.710907,0.03098505735397339
19,16777216,16777216,5.714787003310656,96.69407427310944,40.34021397469075,10,237,15538873,1.079693231291613,0.3534154195968637,8,0.0,0.0,0.8883878588676453,0.023570716381072998,0.023570716381072998,0.06426650285720825,0.09759277105331421,0.03146547079086304,0.640290379524231,0.21458280086517334,0.08804142475128174,2546221,16.013455,0.1517665982246399,2897659,16.873759,0.17271393537521362,310240,12.207195,0.018491744995117188
20,16777216,16777216,5.453292686793846,92.1345494389534,35.79557529265052,9,240,15772227,1.0637189028537315,0.41563814976615115,33,0.0,0.0,0.9440193176269531,0.01756209135055542,0.01723247766494751,0.11035561561584473,0.045365214347839355,0.019707322120666504,0.7136637568473816,0.22048979997634888,0.038418591022491455,2366413,16.311193,0.14104920625686646,4163219,25.845516,0.24814718961715698,370412,12.807181,0.022078275680541992
21,16777216,16777216,5.549115143801483,93.2617017030716,38.577301039928074,9,240,15635888,1.072994127356246,0.6250262473860305,520,0.0,0.0,0.9220439195632935,0.018808424472808838,0.01839148998260498,0.11324220895767212,0.05029952526092529,0.016569316387176514,0.6887578368186951,0.22237515449523926,0.059147655963897705,1642947,12.1617,0.0979272723197937,3391597,18.578485,0.20215493440628052,403012,13.151497,0.024021387100219727
22,16777216,16777216,5.5635903325046785,91.77251535654068,39.195915864096875,9,240,15371323,1.091462068684654,0.7357625831018481,626,0.0,0.0,0.9203401207923889,0.02100682258605957,0.02076399326324463,0.12482786178588867,0.05536961555480957,0.015830159187316895,0.6686776876449585,0.22560656070709229,0.058653056621551514,1780561,12.752458,0.1061297059059143,3669308,20.454324,0.21870779991149902,395135,13.015872,0.023551881313323975
23,16777216,16777216,5.288127452065817,86.7019664645195,33.30360685489946,9,237,15547657,1.079083234213361,0.5415404145742141,33,0.0,0.0,0.9667772054672241,0.02406942844390869,0.022451817989349365,0.13188284635543823,0.042272090911865234,0.013662159442901611,0.7205842733383179,0.24087917804718018,0.009153366088867188,2456852,24.352254,0.146439790725708,4640561,38.610637,0.2765989899635315,443012,19.772815,0.02640557289123535
24,16777216,16777216,5.183312047944518,89.42571049928665,31.34457081790281,9,237,15833649,1.0595925171765523,0.30285697652419263,100,0.0,0.0,0.9803048968315125,0.013929188251495361,0.013272762298583984,0.12487095594406128,0.04915320873260498,0.010446429252624512,0.7454575300216675,0.24544107913970947,0.0057659149169921875,4234459,25.382527,0.2523934245109558,7690667,50.194664,0.4583994746208191,165345,8.222932,0.009855329990386963
25,16777216,16777216,5.548508070288298,88.59609198570251,38.307523726320554,9,240,15440261,1.0865888860298412,0.5237881368258586,66,0.0,0.0,0.9241418838500977,0.03241950273513794,0.03062540292739868,0.12072324752807617,0.04560905694961548,0.016103088855743408,0.677107036113739,0.22360163927078247,0.043438613414764404,1310922,10.841685,0.07813704013824463,2364679,12.896539,0.14094585180282593,657076,18.780714,0.03916478157043457
26,16777216,16777216,5.592540180544311,90.51422899961472,38.29729243589102,9,240,15367945,1.091701980974034,0.689632557597623,376,0.0,0.0,0.9243868589401245,0.025376558303833008,0.02513200044631958,0.11360591650009155,0.05892390012741089,0.02005070447921753,0.6752148866653442,0.23391902446746826,0.05023658275604248,1312243,14.05441,0.07821577787399292,2567070,16.725299,0.153009295463562,447263,19.441273,0.026658952236175537
27,16777216,16777216,5.6783000611003045,97.85815644264221,42.10345950540223,9,244,15596547,1.075700666307741,0.4720592527916707,43,0.0,0.0,0.869329571723938,0.025535762310028076,0.025527000427246094,0.08207559585571289,0.07857942581176758,0.03913009166717529,0.631023645401001,0.22084003686904907,0.10513466596603394,1031573,8.676193,0.06148654222488403,2084418,10.670944,0.12424099445343018,433322,14.738564,0.025828003883361816
28,16777216,16777216,5.655084012131563,90.49239134788513,38.018177431360414,9,240,15113462,1.1100842414530834,0.5987385712382705,25,0.0,0.0,0.9214284420013428,0.030164659023284912,0.030062198638916016,0.0991976261138916,0.07827877998352051,0.023871243000030518,0.6552032232284546,0.2270551323890686,0.048406898975372314,1565144,16.823093,0.09328985214233398,2699403,20.350258,0.16089695692062378,733457,28.283878,0.04371744394302368
29,16777216,16777216,5.429561720893368,86.94548052549362,34.02629214364582,10,239,14931533,1.1236097458981607,0.6196329103064594,8,0.0,0.0,0.953392505645752,0.031097829341888428,0.031097829341888428,0.10332232713699341,0.06657469272613525,0.020276963710784912,0.6908815503120422,0.23515504598617554,0.01550966501235962,1639308,12.756405,0.09771037101745605,2284246,12.673971,0.13615167140960693,972196,24.834389,0.057947397232055664
30,16777216,16777216,5.452725202563054,87.30030024051666,34.96671370371525,10,239,15001743,1.118351114267189,0.6135250988920533,8,0.0,0.0,0.948769748210907,0.029993534088134766,0.029993534088134766,0.10448193550109863,0.06175065040588379,0.018941283226013184,0.6867128014564514,0.23654675483703613,0.021236717700958252,1604132,16.266049,0.09561371803283691,2241845,12.726279,0.1336243748664856,955078,23.96058,0.05692708492279053
31,16777216,16777216,5.43871848003303,87.09417235851288,34.3319392312438,10,239,15057136,1.114236864168591,0.6046262800720537,8,0.0,0.0,0.9533105492591858,0.028985679149627686,0.028985679149627686,0.10182112455368042,0.058708906173706055,0.017899394035339355,0.692969024181366,0.2342490553855896,0.017703771591186523,1562744,17.324393,0.09314680099487305,2207246,15.975754,0.13156211376190186,938204,32.830405,0.055921316146850586
32,16777216,16777216,5.434767406178708,87.29406732320786,34.73789340296728,10,239,15003470,1.1182223845550396,0.6135554978613428,8,0.0,0.0,0.9505017995834351,0.029444992542266846,0.029444992542266846,0.10463178157806396,0.05773663520812988,0.01776111125946045,0.6928309798240662,0.23516184091567993,0.020053207874298096,1617987,12.014183,0.09643954038619995,2253400,12.378226,0.13431310653686523,963878,23.621624,0.057451605796813965
33,16777216,16777216,5.44347547082767,87.59771716594696,34.484840521830044,9,239,15091838,1.1116748006438977,0.5908287437967371,10,0.0,0.0,0.9521952271461487,0.027556657791137695,0.027555763721466064,0.1033555269241333,0.057328641414642334,0.017517507076263428,0.6968462467193604,0.2313380241394043,0.020248115062713623,1573978,11.822554,0.09381639957427979,2260878,12.888333,0.1347588300704956,928456,24.001226,0.05534029006958008
34,16777216,16777216,5.455815449669603,87.29162216186523,35.25869252428349,9,239,14931075,1.1236442118199794,0.6333456142166375,20,0.0,0.0,0.9469760060310364,0.03058934211730957,0.03058910369873047,0.10611575841903687,0.06330585479736328,0.019129931926727295,0.6822752356529236,0.23282158374786377,0.022434651851654053,1595422,12.07658,0.09509456157684326,2252781,12.87592,0.13427621126174927,950547,24.19038,0.05665701627731323
35,16777216,16777216,5.455345591729356,87.45500028133392,34.92736512408421,10,239,15000683,1.118430140814255,0.6068222389148664,8,0.0,0.0,0.948176920413971,0.03002721071243286,0.03002721071243286,0.10197633504867554,0.06478732824325562,0.019273459911346436,0.6843856573104858,0.23129785060882568,0.02179586887359619,1598131,12.107329,0.0952560305595398,2240388,12.628255,0.13353753089904785,946599,24.249602,0.05642169713973999
36,16777216,16777216,5.478307354398929,87.52126497030258,35.4437507057598,10,239,15050410,1.1147348145332918,0.6061602141923298,8,0.0,0.0,0.9454164505004883,0.029879212379455566,0.029879212379455566,0.1026650071144104,0.06158655881881714,0.01867741346359253,0.6830688714981079,0.23468583822250366,0.024704337120056152,1624199,14.031076,0.09680980443954468,2258809,15.778634,0.13463550806045532,971431,47.204545,0.05790179967880249
37,16777216,16777216,5.489637494636368,87.56766146421432,35.685067864714775,10,239,15042590,1.1153143175477096,0.6089488003958883,8,0.0,0.0,0.9437030553817749,0.030001580715179443,0.030001580715179443,0.10214704275131226,0.06146240234375,0.018660366535186768,0.6791698336601257,0.2324545979499817,0.026295363903045654,1625690,12.222865,0.09689867496490479,2258434,12.897259,0.13461315631866455,965620,25.09631,0.057555437088012695
38,16777216,16777216,5.522646262890056,88.59012824296951,35.99820234916485,10,239,15113412,1.110087913966747,0.5864592621703358,8,0.0,0.0,0.9406277537345886,0.028336524963378906,0.028336524963378906,0.09816467761993408,0.06274950504302979,0.01880866289138794,0.6805669069290161,0.23902857303619385,0.03103572130203247,1533905,13.820301,0.09142786264419556,2196764,20.760758,0.1309373378753662,911015,23.478576,0.05430072546005249
39,16777216,16777216,5.508811795180286,88.16009920835495,35.54545978335942,9,239,15095127,1.111432583508572,0.5890073625326189,8,0.0,0.0,0.9437000155448914,0.0284920334815979,0.028489530086517334,0.09985709190368652,0.06384754180908203,0.01951068639755249,0.6819183826446533,0.23622792959213257,0.027807950973510742,1549042,14.558756,0.09233009815216064,2206713,20.248538,0.13153034448623657,928875,23.791392,0.05536526441574097
40,16777216,16777216,5.5212736397916,88.10225886106491,35.82672370531349,10,240,15097474,1.1112598041235242,0.5949136639686954,10,0.0,0.0,0.9423651695251465,0.028882920742034912,0.028882920742034912,0.10122811794281006,0.06276071071624756,0.01981586217880249,0.6799863576889038,0.2351924180984497,0.028751909732818604,1589677,16.54446,0.09475213289260864,2232459,16.536976,0.13306492567062378,961090,34.691717,0.057285428047180176
41,16777216,16777216,5.43502839139384,87.06034004688263,34.868243491611196,10,239,14980153,1.1199629269474083,0.6202584197753958,33,0.0,0.0,0.9498018622398376,0.03028041124343872,0.03028041124343872,0.10488229990005493,0.06399226188659668,0.019442856311798096,0.6848207116127014,0.23729479312896729,0.019917726516723633,1690194,17.386871,0.10074341297149658,2320704,17.57303,0.13832473754882812,992145,35.233492,0.05913645029067993
42,16777216,16777216,5.450915768692401,87.56131649017334,35.26994168747919,10,239,14997495,1.1186678842033286,0.6230527908062033,21,0.0,0.0,0.9471733570098877,0.029507339000701904,0.029507339000701904,0.10379594564437866,0.061102986335754395,0.018530845642089844,0.68488609790802,0.23013752698898315,0.0233193039894104,1649673,12.323584,0.09832817316055298,2284531,12.928588,0.13616865873336792,961228,24.53085,0.05729365348815918
43,16777216,16777216,5.438475665698852,88.13894158601761,35.54157048919756,10,239,14996550,1.1187383764932601,0.6102374048209925,8,0.0,0.0,0.9438986778259277,0.0299527645111084,0.0299527645111084,0.10456836223602295,0.06353509426116943,0.019288361072540283,0.6854526996612549,0.230974018573761,0.026148557662963867,1648062,14.581218,0.09823215007781982,2311455,17.039048,0.13777345418930054,958860,23.773058,0.057152509689331055
44,16777216,16777216,5.4469050870594,87.69490206241608,34.8954721256334,10,239,15017927,1.1171459283295224,0.6086661898432776,8,0.0,0.0,0.9486969709396362,0.029515743255615234,0.029515743255615234,0.10388922691345215,0.062300682067871094,0.018845319747924805,0.6895964741706848,0.23232710361480713,0.021787285804748535,1645629,17.872802,0.0980871319770813,2305911,17.521783,0.13744300603866577,962389,34.675396,0.05736285448074341
45,16777216,16777216,5.461608025308185,87.57517570257187,34.609953099413694,9,237,15118666,1.1097021390643858,0.589556778264037,10,0.0,0.0,0.9508967995643616,0.02836674451828003,0.028336703777313232,0.1009790301322937,0.059672772884368896,0.017907679080963135,0.6915724873542786,0.23642438650131226,0.0207364559173584,1584835,12.650367,0.0944635272026062,2271012,14.884537,0.13536286354064941,924135,24.32317,0.055082738399505615
46,16777216,16777216,5.45268128087474,87.42626976966858,34.90393102130605,10,239,14995762,1.1187971641587804,0.6105154075075535,8,0.0,0.0,0.9478482604026794,0.030640840530395508,0.030640840530395508,0.1022452712059021,0.0664377212524414,0.020070254802703857,0.6845644116401672,0.23647618293762207,0.02151089906692505,1621902,12.408263,0.0966728925704956,2271181,12.844411,0.13537293672561646,947945,24.623944,0.056501924991607666
47,16777216,16777216,5.440705675952869,87.20445418357849,34.440032396297774,9,239,15030353,1.1162223535268931,0.6174162195097173,59,0.0,0.0,0.9516941905021667,0.029371798038482666,0.02935844659805298,0.1010434627532959,0.06242024898529053,0.019140005111694336,0.6892772912979126,0.2328595519065857,0.018934011459350586,1617972,12.724675,0.09643864631652832,2267017,13.008368,0.13512474298477173,952461,49.019279,0.05677109956741333
48,16777216,16777216,5.533293120621012,88.39366811513901,36.83073056951317,10,239,15043023,1.1152822142198413,0.6040773621594677,20,0.0,0.0,0.9342998266220093,0.03077477216720581,0.03077477216720581,0.09956967830657959,0.06373071670532227,0.01913386583328247,0.668516993522644,0.21907806396484375,0.03492540121078491,1591914,19.865379,0.09488546848297119,2244322,19.063706,0.13377201557159424,951263,33.445951,0.05669969320297241
49,16777216,16777216,5.495659528230096,87.78247380256653,35.94014370744254,10,239,15009190,1.117796230176312,0.6147374660592818,8,0.0,0.0,0.9416427612304688,0.03048396110534668,0.03048396110534668,0.10353535413742065,0.06236541271209717,0.018899381160736084,0.6772452592849731,0.2219257354736328,0.02787327766418457,1663411,20.335792,0.0991470217704773,2288701,49.925068,0.1364172101020813,993917,36.650761,0.059242069721221924
50,16777216,16777216,5.46297447448244,87.83357656002045,35.84770348993531,10,239,15049399,1.1148097010385598,0.6063512030406045,8,0.0,0.0,0.9431671500205994,0.02903139591217041,0.02903139591217041,0.10301214456558228,0.059664011001586914,0.018188178539276123,0.6804003715515137,0.22908014059066772,0.027801454067230225,1635871,19.290921,0.09750550985336304,2264523,20.075514,0.1349760890007019,970556,35.089332,0.05784964561462402
51,16777216,16777216,5.482230710097061,87.64800643920898,35.373983223417014,9,239,15028919,1.1163288590483453,0.6044704046786249,8,0.0,0.0,0.9467703104019165,0.029060781002044678,0.029017865657806396,0.10209685564041138,0.0601654052734375,0.01848149299621582,0.6825672388076782,0.22307080030441284,0.02416890859603882,1622379,14.199533,0.09670132398605347,2261469,16.710712,0.13479405641555786,962636,24.60623,0.05737757682800293
52,16777216,16777216,5.463634685940229,87.27870064973831,35.25159075072139,10,239,14945429,1.122565033094734,0.6194308443132726,20,0.0,0.0,0.9464237689971924,0.030785083770751953,0.030785083770751953,0.10405588150024414,0.06496047973632812,0.01975572109222412,0.6797333359718323,0.2268460988998413,0.022791147232055664,1647060,12.462705,0.09817242622375488,2269110,12.898242,0.13524949550628662,986112,36.484109,0.05877685546875
53,16777216,16777216,5.507130793151787,88.11349475383759,36.08672248223423,10,240,15008199,1.117870038903402,0.6083445617989122,8,0.0,0.0,0.9381255507469177,0.031017541885375977,0.031017541885375977,0.10063070058822632,0.06755602359771729,0.021111488342285156,0.6743686199188232,0.22968876361846924,0.0308569073677063,1581534,16.896801,0.09426677227020264,2235593,16.697257,0.13325172662734985,941743,34.13872,0.05613225698471069
54,16777216,16777216,5.472530584890701,87.67437469959259,35.4796533758061,10,240,14977359,1.1201718540631898,0.6148710785562991,8,0.0,0.0,0.9422686696052551,0.03127586841583252,0.03127586841583252,0.10190039873123169,0.06708109378814697,0.02060800790786743,0.6778934001922607,0.22958260774612427,0.026455461978912354,1606834,12.211343,0.09577476978302002,2244956,12.574624,0.13380980491638184,956859,24.665362,0.0570332407951355
55,16777216,16777216,5.457830191784638,86.9020357131958,34.83780112273634,10,240,14986338,1.1195007079114323,0.619342304233419,33,0.0,0.0,0.9477755427360535,0.03140366077423096,0.03140366077423096,0.10287928581237793,0.06605041027069092,0.02042168378829956,0.6807445287704468,0.23088204860687256,0.020820796489715576,1637025,16.530584,0.09757429361343384,2257213,16.620633,0.1345403790473938,979870,33.538715,0.05840480327606201
56,16777216,16777216,5.44730265077672,87.37549763917923,34.949877956539055,10,239,14952512,1.122033274409009,0.624250212352197,33,0.0,0.0,0.9482067227363586,0.03035968542098999,0.03035968542098999,0.10332304239273071,0.06306487321853638,0.019148945808410645,0.6864790320396423,0.23780888319015503,0.021433591842651367,1634004,16.841728,0.09739422798156738,2268346,18.646082,0.13520395755767822,969554,33.719423,0.05778992176055908
57,16777216,16777216,5.432767480250764,87.05966794490814,34.49110811090347,10,239,14968420,1.120840810185711,0.616827423655703,8,0.0,0.0,0.952153205871582,0.029619574546813965,0.029619574546813965,0.10337960720062256,0.06108987331390381,0.01865088939666748,0.6902704238891602,0.24016094207763672,0.018227219581604004,1626605,12.581167,0.09695321321487427,2256277,12.881049,0.13448458909988403,965027,24.779306,0.05752009153366089
58,16777216,16777216,5.434579094434158,87.20067000389099,34.742106768158735,10,239,14994170,1.1189159520000107,0.6144148568486615,30,0.0,0.0,0.9508393406867981,0.029212117195129395,0.029212117195129395,0.10338056087493896,0.05863219499588013,0.01777130365371704,0.6908429861068726,0.23749715089797974,0.01994854211807251,1623507,12.28479,0.09676855802536011,2245311,13.201871,0.1338309645652771,956372,25.060282,0.05700421333312988
59,16777216,16777216,5.4193958425638185,86.77164846658707,34.4539260918204,10,239,14993419,1.1189719969808087,0.6197528985831586,8,0.0,0.0,0.9529027938842773,0.029863178730010986,0.029863178730010986,0.10533905029296875,0.057985544204711914,0.017722487449645996,0.691433310508728,0.23471808433532715,0.01723402738571167,1652649,12.415156,0.09850555658340454,2269964,13.504959,0.1353003978729248,964692,25.625392,0.05750012397766113
60,16777216,16777216,5.594956388755475,90.63365405797958,38.01314150506229,9,240,15047134,1.1149775100029016,0.5934681499432597,20,0.0,0.0,0.9216157793998718,0.029440701007843018,0.029435336589813232,0.09392625093460083,0.06401443481445312,0.02235400676727295,0.6693699359893799,0.22943705320358276,0.048943519592285156,1573618,13.400003,0.09379494190216064,2241598,14.712564,0.13360965251922607,917201,23.666899,0.05466943979263306
61,16777216,16777216,5.436870926225691,87.02074652910233,34.646397180950665,10,239,15023021,1.1167671269313941,0.6109585709846356,8,0.0,0.0,0.9514263868331909,0.029931366443634033,0.029931366443634033,0.10386151075363159,0.06072711944580078,0.018176615238189697,0.6887875199317932,0.23371046781539917,0.01864224672317505,1606321,18.47451,0.09574419260025024,2238267,19.397351,0.13341110944747925,950991,47.886585,0.056683480739593506
62,16777216,16777216,5.457844834277617,87.27455347776413,35.23119441219926,10,237,15009946,1.1177399305766988,0.6128555085617852,31,0.0,0.0,0.9468042850494385,0.030509352684020996,0.030509352684020996,0.10256773233413696,0.06164050102233887,0.018800854682922363,0.6823081374168396,0.2280806303024292,0.022686362266540527,1606221,12.241931,0.0957382321357727,2249225,12.929089,0.13406425714492798,947281,24.826013,0.05646234750747681
63,16777216,16777216,5.5113088916661,87.97189378738403,36.46634002509107,10,239,15010548,1.1176951034699065,0.6124113989677582,8,0.0,0.0,0.9370906352996826,0.031037867069244385,0.031037867069244385,0.10361325740814209,0.06460130214691162,0.019661784172058105,0.6715345978736877,0.22867071628570557,0.031871497631073,1626852,19.39674,0.09696793556213379,2260232,19.200883,0.1347203254699707,969588,34.07006,0.057791948318481445
64,16777216,16777216,5.77350644333356,93.15306478738785,41.56116054826439,10,240,14949643,1.1222486048663503,0.8052112962762986,50,0.0,0.0,0.8931706547737122,0.027118921279907227,0.027118921279907227,0.10718917846679688,0.08675068616867065,0.022573769092559814,0.605537474155426,0.19497501850128174,0.07971042394638062,1330820,9.877746,0.07932305335998535,2648381,13.81996,0.1578558087348938,482451,13.822385,0.028756320476531982
65,16777216,16777216,5.539684029745807,89.73539608716965,36.36779505291057,10,240,15156288,1.1069475586634405,0.6126839351933727,21,0.0,0.0,0.9377034306526184,0.025994062423706055,0.025994062423706055,0.10610854625701904,0.0712442398071289,0.019373178482055664,0.6709831953048706,0.21996194124221802,0.03630250692367554,1735420,12.52959,0.1034390926361084,3085028,17.81843,0.1838819980621338,654330,18.195196,0.03900110721588135
